split_seed,clause_category,model,threshold,missing_precision,missing_recall,missing_f1,missing_auroc,balanced_accuracy,n_test,n_missing_test,n_present_test,val_missing_f1_at_selected_threshold
43,License Grant,TextOnly,0.4699999999999999,0.7833333333333333,0.734375,0.7580645161290323,0.88525390625,0.765625,128,64,64,0.8717948717948718
43,License Grant,TextPlusLayout,0.35999999999999993,0.7407407407407407,0.9375,0.8275862068965517,0.916748046875,0.8046875,128,64,64,0.8860759493670886
43,Liquidated Damages,FrequencyPrior,0.05,0.8984375,1.0,0.9465020576131687,0.5,0.5,128,115,13,
43,Liquidated Damages,TextOnly,0.25999999999999995,0.8984375,1.0,0.9465020576131687,0.7224080267558528,0.5,128,115,13,0.9370629370629371
43,Liquidated Damages,TextPlusLayout,0.20999999999999996,0.8984375,1.0,0.9465020576131687,0.7558528428093646,0.5,128,115,13,0.950354609929078
43,Minimum Commitment,FrequencyPrior,0.05,0.7265625,1.0,0.8416289592760181,0.5,0.5,128,93,35,
43,Minimum Commitment,TextOnly,0.48999999999999994,0.8941176470588236,0.8172043010752689,0.8539325842696629,0.8353302611367127,0.7800307219662059,128,93,35,0.7916666666666666
43,Minimum Commitment,TextPlusLayout,0.4699999999999999,0.891566265060241,0.7956989247311828,0.8409090909090909,0.8780337941628265,0.7692780337941628,128,93,35,0.8631578947368421
43,Most Favored Nation,FrequencyPrior,0.05,0.9453125,1.0,0.9718875502008032,0.5,0.5,128,121,7,
43,Most Favored Nation,TextOnly,0.05,0.9453125,1.0,0.9718875502008032,0.8406139315230224,0.5,128,121,7,0.9733333333333334
43,Most Favored Nation,TextPlusLayout,0.05,0.9453125,1.0,0.9718875502008032,0.8677685950413223,0.5,128,121,7,0.9664429530201343
43,No-Solicit Of Customers,FrequencyPrior,0.05,0.90625,1.0,0.9508196721311475,0.5,0.5,128,116,12,
43,No-Solicit Of Customers,TextOnly,0.33999999999999997,0.90625,1.0,0.9508196721311475,0.7428160919540231,0.5,128,116,12,0.9795918367346939
43,No-Solicit Of Customers,TextPlusLayout,0.20999999999999996,0.90625,1.0,0.9508196721311475,0.7377873563218391,0.5,128,116,12,0.972972972972973
43,No-Solicit Of Employees,FrequencyPrior,0.05,0.9140625,1.0,0.9551020408163265,0.5,0.5,128,117,11,
