split_seed,contract_id,model,k,precision_at_k,recall_at_k,n_missing_eligible_categories
42,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,FrequencyPrior,10,0.7,0.3333333333333333,21
42,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,FrequencyPrior,3,1.0,0.125,24
42,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,FrequencyPrior,5,1.0,0.20833333333333334,24
42,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,FrequencyPrior,10,1.0,0.4166666666666667,24
42,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,FrequencyPrior,3,1.0,0.125,24
42,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,FrequencyPrior,5,1.0,0.20833333333333334,24
42,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,FrequencyPrior,10,0.9,0.375,24
42,TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,FrequencyPrior,3,0.6666666666666666,0.125,16
42,TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,FrequencyPrior,5,0.6,0.1875,16
42,TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,FrequencyPrior,10,0.6,0.375,16
42,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",FrequencyPrior,3,1.0,0.08333333333333333,36
42,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",FrequencyPrior,5,1.0,0.1388888888888889,36
42,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",FrequencyPrior,10,1.0,0.2777777777777778,36
42,AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement,FrequencyPrior,3,1.0,0.14285714285714285,21
42,AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement,FrequencyPrior,5,1.0,0.23809523809523808,21
42,AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement,FrequencyPrior,10,1.0,0.47619047619047616,21
42,TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,FrequencyPrior,3,0.6666666666666666,0.08,25
42,TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,FrequencyPrior,5,0.6,0.12,25
42,TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,FrequencyPrior,10,0.7,0.28,25
42,"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement",FrequencyPrior,3,1.0,0.10344827586206896,29
42,"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement",FrequencyPrior,5,1.0,0.1724137931034483,29
42,"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement",FrequencyPrior,10,0.9,0.3103448275862069,29
42,"Reinsurance Group of America, Incorporated - A_R REMARKETING AGREEMENT",FrequencyPrior,3,1.0,0.1,30
42,"Reinsurance Group of America, Incorporated - A_R REMARKETING AGREEMENT",FrequencyPrior,5,0.8,0.13333333333333333,30
42,"Reinsurance Group of America, Incorporated - A_R REMARKETING AGREEMENT",FrequencyPrior,10,0.9,0.3,30
42,ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT,FrequencyPrior,3,1.0,0.14285714285714285,21
42,ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT,FrequencyPrior,5,0.8,0.19047619047619047,21
42,ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT,FrequencyPrior,10,0.8,0.38095238095238093,21
42,Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement,FrequencyPrior,3,1.0,0.09375,32
42,Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement,FrequencyPrior,5,1.0,0.15625,32
42,Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement,FrequencyPrior,10,1.0,0.3125,32
42,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement3,FrequencyPrior,3,1.0,0.08108108108108109,37
42,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement3,FrequencyPrior,5,1.0,0.13513513513513514,37
42,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement3,FrequencyPrior,10,1.0,0.2702702702702703,37
42,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,FrequencyPrior,3,1.0,0.09375,32
42,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,FrequencyPrior,5,1.0,0.15625,32
42,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,FrequencyPrior,10,1.0,0.3125,32
42,PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,FrequencyPrior,3,1.0,0.08333333333333333,36
42,PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,FrequencyPrior,5,1.0,0.1388888888888889,36
42,PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,FrequencyPrior,10,1.0,0.2777777777777778,36
42,QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement,FrequencyPrior,3,1.0,0.12,25
42,QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement,FrequencyPrior,5,1.0,0.2,25
42,QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement,FrequencyPrior,10,0.9,0.36,25
42,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,FrequencyPrior,3,1.0,0.11538461538461539,26
42,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,FrequencyPrior,5,1.0,0.19230769230769232,26
42,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,FrequencyPrior,10,0.9,0.34615384615384615,26
42,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",FrequencyPrior,3,1.0,0.10714285714285714,28
42,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",FrequencyPrior,5,1.0,0.17857142857142858,28
42,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",FrequencyPrior,10,1.0,0.35714285714285715,28
42,"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement",FrequencyPrior,3,1.0,0.14285714285714285,21
42,"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement",FrequencyPrior,5,0.8,0.19047619047619047,21
42,"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement",FrequencyPrior,10,0.7,0.3333333333333333,21
42,IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement,FrequencyPrior,3,1.0,0.10714285714285714,28
42,IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement,FrequencyPrior,5,1.0,0.17857142857142858,28
42,IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement,FrequencyPrior,10,1.0,0.35714285714285715,28
42,"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",FrequencyPrior,3,1.0,0.08108108108108109,37
42,"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",FrequencyPrior,5,1.0,0.13513513513513514,37
42,"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",FrequencyPrior,10,1.0,0.2702702702702703,37
42,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT",FrequencyPrior,3,1.0,0.09090909090909091,33
42,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT",FrequencyPrior,5,1.0,0.15151515151515152,33
42,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT",FrequencyPrior,10,1.0,0.30303030303030304,33
42,ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,FrequencyPrior,3,1.0,0.09375,32
42,ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,FrequencyPrior,5,1.0,0.15625,32
42,ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,FrequencyPrior,10,1.0,0.3125,32
42,"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",FrequencyPrior,3,1.0,0.1,30
42,"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",FrequencyPrior,5,1.0,0.16666666666666666,30
42,"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",FrequencyPrior,10,1.0,0.3333333333333333,30
42,PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT,FrequencyPrior,3,1.0,0.1111111111111111,27
42,PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT,FrequencyPrior,5,1.0,0.18518518518518517,27
42,PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT,FrequencyPrior,10,1.0,0.37037037037037035,27
42,CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,FrequencyPrior,3,1.0,0.1,30
42,CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,FrequencyPrior,5,1.0,0.16666666666666666,30
42,CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,FrequencyPrior,10,1.0,0.3333333333333333,30
42,MSCIINC_02_28_2008-EX-10.10-,FrequencyPrior,3,1.0,0.08823529411764706,34
42,MSCIINC_02_28_2008-EX-10.10-,FrequencyPrior,5,1.0,0.14705882352941177,34
42,MSCIINC_02_28_2008-EX-10.10-,FrequencyPrior,10,1.0,0.29411764705882354,34
42,IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,FrequencyPrior,3,1.0,0.11538461538461539,26
42,IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,FrequencyPrior,5,0.6,0.11538461538461539,26
42,IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,FrequencyPrior,10,0.8,0.3076923076923077,26
42,"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",FrequencyPrior,3,1.0,0.07894736842105263,38
42,"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",FrequencyPrior,5,1.0,0.13157894736842105,38
42,"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",FrequencyPrior,10,1.0,0.2631578947368421,38
42,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,FrequencyPrior,3,1.0,0.09375,32
42,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,FrequencyPrior,5,1.0,0.15625,32
42,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,FrequencyPrior,10,1.0,0.3125,32
42,BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement,FrequencyPrior,3,1.0,0.11538461538461539,26
42,BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement,FrequencyPrior,5,1.0,0.19230769230769232,26
42,BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement,FrequencyPrior,10,1.0,0.38461538461538464,26
42,NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,FrequencyPrior,3,1.0,0.1,30
42,NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,FrequencyPrior,5,1.0,0.16666666666666666,30
42,NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,FrequencyPrior,10,1.0,0.3333333333333333,30
42,TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,FrequencyPrior,3,1.0,0.1875,16
42,TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,FrequencyPrior,5,1.0,0.3125,16
42,TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,FrequencyPrior,10,0.9,0.5625,16
42,WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,FrequencyPrior,3,1.0,0.14285714285714285,21
42,WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,FrequencyPrior,5,1.0,0.23809523809523808,21
42,WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,FrequencyPrior,10,1.0,0.47619047619047616,21
42,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,FrequencyPrior,3,1.0,0.25,12
42,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,FrequencyPrior,5,0.8,0.3333333333333333,12
42,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,FrequencyPrior,10,0.6,0.5,12
42,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement,FrequencyPrior,3,1.0,0.1111111111111111,27
42,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement,FrequencyPrior,5,1.0,0.18518518518518517,27
42,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement,FrequencyPrior,10,0.9,0.3333333333333333,27
42,"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",FrequencyPrior,3,1.0,0.09375,32
42,"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",FrequencyPrior,5,1.0,0.15625,32
42,"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",FrequencyPrior,10,1.0,0.3125,32
42,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,FrequencyPrior,3,1.0,0.13636363636363635,22
42,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,FrequencyPrior,5,1.0,0.22727272727272727,22
42,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,FrequencyPrior,10,0.9,0.4090909090909091,22
42,GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,FrequencyPrior,3,1.0,0.09375,32
42,GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,FrequencyPrior,5,1.0,0.15625,32
42,GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,FrequencyPrior,10,0.9,0.28125,32
42,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,FrequencyPrior,3,1.0,0.1,30
42,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,FrequencyPrior,5,1.0,0.16666666666666666,30
42,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,FrequencyPrior,10,1.0,0.3333333333333333,30
42,2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,FrequencyPrior,3,1.0,0.125,24
42,2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,FrequencyPrior,5,1.0,0.20833333333333334,24
42,2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,FrequencyPrior,10,0.9,0.375,24
42,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,FrequencyPrior,3,0.6666666666666666,0.1111111111111111,18
42,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,FrequencyPrior,5,0.6,0.16666666666666666,18
42,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,FrequencyPrior,10,0.7,0.3888888888888889,18
42,AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,FrequencyPrior,3,1.0,0.13636363636363635,22
42,AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,FrequencyPrior,5,0.8,0.18181818181818182,22
42,AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,FrequencyPrior,10,0.9,0.4090909090909091,22
42,InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement,FrequencyPrior,3,1.0,0.125,24
42,InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement,FrequencyPrior,5,1.0,0.20833333333333334,24
42,InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement,FrequencyPrior,10,0.9,0.375,24
42,"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC.",FrequencyPrior,3,1.0,0.10714285714285714,28
42,"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC.",FrequencyPrior,5,0.8,0.14285714285714285,28
42,"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC.",FrequencyPrior,10,0.9,0.32142857142857145,28
42,ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,FrequencyPrior,3,1.0,0.08571428571428572,35
42,ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,FrequencyPrior,5,1.0,0.14285714285714285,35
42,ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,FrequencyPrior,10,1.0,0.2857142857142857,35
42,BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,FrequencyPrior,3,1.0,0.10344827586206896,29
42,BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,FrequencyPrior,5,1.0,0.1724137931034483,29
42,BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,FrequencyPrior,10,1.0,0.3448275862068966,29
42,"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",FrequencyPrior,3,1.0,0.1111111111111111,27
42,"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",FrequencyPrior,5,1.0,0.18518518518518517,27
42,"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",FrequencyPrior,10,1.0,0.37037037037037035,27
42,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement2,FrequencyPrior,3,1.0,0.08108108108108109,37
42,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement2,FrequencyPrior,5,1.0,0.13513513513513514,37
42,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement2,FrequencyPrior,10,1.0,0.2702702702702703,37
42,VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,FrequencyPrior,3,1.0,0.1,30
42,VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,FrequencyPrior,5,1.0,0.16666666666666666,30
42,VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,FrequencyPrior,10,1.0,0.3333333333333333,30
42,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",FrequencyPrior,3,1.0,0.13636363636363635,22
42,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",FrequencyPrior,5,1.0,0.22727272727272727,22
42,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",FrequencyPrior,10,0.8,0.36363636363636365,22
42,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,FrequencyPrior,3,1.0,0.11538461538461539,26
42,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,FrequencyPrior,5,1.0,0.19230769230769232,26
42,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,FrequencyPrior,10,0.9,0.34615384615384615,26
42,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,FrequencyPrior,3,1.0,0.125,24
42,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,FrequencyPrior,5,0.8,0.16666666666666666,24
42,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,FrequencyPrior,10,0.9,0.375,24
42,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,FrequencyPrior,3,0.6666666666666666,0.07692307692307693,26
42,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,FrequencyPrior,5,0.8,0.15384615384615385,26
42,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,FrequencyPrior,10,0.9,0.34615384615384615,26
42,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT,FrequencyPrior,3,1.0,0.13636363636363635,22
42,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT,FrequencyPrior,5,1.0,0.22727272727272727,22
42,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT,FrequencyPrior,10,1.0,0.45454545454545453,22
42,LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT,FrequencyPrior,3,1.0,0.1,30
42,LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT,FrequencyPrior,5,1.0,0.16666666666666666,30
42,LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT,FrequencyPrior,10,1.0,0.3333333333333333,30
42,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,FrequencyPrior,3,0.6666666666666666,0.07692307692307693,26
42,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,FrequencyPrior,5,0.8,0.15384615384615385,26
42,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,FrequencyPrior,10,0.7,0.2692307692307692,26
42,UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,FrequencyPrior,3,1.0,0.125,24
42,UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,FrequencyPrior,5,1.0,0.20833333333333334,24
42,UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,FrequencyPrior,10,0.9,0.375,24
42,"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",FrequencyPrior,3,0.3333333333333333,0.04,25
42,"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",FrequencyPrior,5,0.6,0.12,25
42,"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",FrequencyPrior,10,0.7,0.28,25
42,"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",FrequencyPrior,3,1.0,0.07894736842105263,38
42,"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",FrequencyPrior,5,1.0,0.13157894736842105,38
42,"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",FrequencyPrior,10,1.0,0.2631578947368421,38
42,HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT,FrequencyPrior,3,1.0,0.10344827586206896,29
42,HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT,FrequencyPrior,5,1.0,0.1724137931034483,29
42,HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT,FrequencyPrior,10,0.9,0.3103448275862069,29
42,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,FrequencyPrior,3,1.0,0.15,20
42,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,FrequencyPrior,5,1.0,0.25,20
42,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,FrequencyPrior,10,0.9,0.45,20
42,ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,FrequencyPrior,3,1.0,0.11538461538461539,26
42,ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,FrequencyPrior,5,1.0,0.19230769230769232,26
42,ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,FrequencyPrior,10,0.9,0.34615384615384615,26
42,MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,FrequencyPrior,3,1.0,0.08823529411764706,34
42,MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,FrequencyPrior,5,1.0,0.14705882352941177,34
