label,precision,recall,f1-score,support,model,split_seed
weighted avg,0.7475489122315967,0.7518115942028986,0.7422702615754414,2208.0,TFIDF_LinearSVM,43
Affiliate License-Licensee,0.32142857142857145,0.4090909090909091,0.36,22.0,SBERT_LogisticRegression,43
Affiliate License-Licensor,0.0,0.0,0.0,4.0,SBERT_LogisticRegression,43
Agreement Date,0.64,1.0,0.7804878048780488,32.0,SBERT_LogisticRegression,43
Anti-Assignment,0.8842105263157894,0.7241379310344828,0.7962085308056872,116.0,SBERT_LogisticRegression,43
Audit Rights,0.9219858156028369,0.9154929577464789,0.9187279151943463,142.0,SBERT_LogisticRegression,43
Cap On Liability,0.8918918918918919,0.559322033898305,0.6875,118.0,SBERT_LogisticRegression,43
Change Of Control,0.7258064516129032,0.7258064516129032,0.7258064516129032,62.0,SBERT_LogisticRegression,43
Competitive Restriction Exception,0.2,0.2962962962962963,0.23880597014925373,27.0,SBERT_LogisticRegression,43
Covenant Not To Sue,0.7272727272727273,0.8648648648648649,0.7901234567901234,37.0,SBERT_LogisticRegression,43
Document Name,0.9354838709677419,0.9775280898876404,0.9560439560439561,89.0,SBERT_LogisticRegression,43
Effective Date,0.6875,0.41509433962264153,0.5176470588235295,53.0,SBERT_LogisticRegression,43
Exclusivity,0.34545454545454546,0.2878787878787879,0.3140495867768595,66.0,SBERT_LogisticRegression,43
Expiration Date,0.7613636363636364,0.7362637362637363,0.7486033519553073,91.0,SBERT_LogisticRegression,43
Governing Law,0.9555555555555556,0.9885057471264368,0.9717514124293786,87.0,SBERT_LogisticRegression,43
Insurance,0.9747899159663865,0.9586776859504132,0.9666666666666667,121.0,SBERT_LogisticRegression,43
Ip Ownership Assignment,0.6666666666666666,0.7017543859649122,0.6837606837606838,57.0,SBERT_LogisticRegression,43
Irrevocable Or Perpetual License,0.34375,0.36666666666666664,0.3548387096774194,30.0,SBERT_LogisticRegression,43
Joint Ip Ownership,0.6666666666666666,0.7619047619047619,0.7111111111111111,21.0,SBERT_LogisticRegression,43
License Grant,0.6585365853658537,0.3698630136986301,0.47368421052631576,146.0,SBERT_LogisticRegression,43
Liquidated Damages,0.5306122448979592,0.8666666666666667,0.6582278481012658,30.0,SBERT_LogisticRegression,43
Minimum Commitment,0.7758620689655172,0.6716417910447762,0.72,67.0,SBERT_LogisticRegression,43
Most Favored Nation,0.4117647058823529,0.6363636363636364,0.5,11.0,SBERT_LogisticRegression,43
No-Solicit Of Customers,0.5,0.42857142857142855,0.46153846153846156,14.0,SBERT_LogisticRegression,43
No-Solicit Of Employees,0.5625,0.6923076923076923,0.6206896551724138,13.0,SBERT_LogisticRegression,43
Non-Compete,0.5128205128205128,0.39215686274509803,0.4444444444444444,51.0,SBERT_LogisticRegression,43
Non-Disparagement,0.3,0.8571428571428571,0.4444444444444444,7.0,SBERT_LogisticRegression,43
Non-Transferable License,0.3333333333333333,0.4444444444444444,0.38095238095238093,54.0,SBERT_LogisticRegression,43
Notice Period To Terminate Renewal,0.4827586206896552,0.56,0.5185185185185185,25.0,SBERT_LogisticRegression,43
Parties,0.9797979797979798,0.9797979797979798,0.9797979797979798,198.0,SBERT_LogisticRegression,43
Post-Termination Services,0.6046511627906976,0.5,0.5473684210526316,104.0,SBERT_LogisticRegression,43
Price Restrictions,0.4,1.0,0.5714285714285714,4.0,SBERT_LogisticRegression,43
Renewal Term,0.5666666666666667,0.4594594594594595,0.5074626865671642,37.0,SBERT_LogisticRegression,43
Revenue/Profit Sharing,0.8072289156626506,0.9054054054054054,0.8535031847133758,74.0,SBERT_LogisticRegression,43
Rofr/Rofo/Rofn,0.5,0.5121951219512195,0.5060240963855421,41.0,SBERT_LogisticRegression,43
Source Code Escrow,0.6923076923076923,0.782608695652174,0.7346938775510204,23.0,SBERT_LogisticRegression,43
Termination For Convenience,0.5606060606060606,0.7872340425531915,0.6548672566371682,47.0,SBERT_LogisticRegression,43
Third Party Beneficiary,0.6666666666666666,0.75,0.7058823529411765,8.0,SBERT_LogisticRegression,43
Uncapped Liability,0.4222222222222222,0.6551724137931034,0.5135135135135135,29.0,SBERT_LogisticRegression,43
Unlimited/All-You-Can-Eat-License,0.0,0.0,0.0,0.0,SBERT_LogisticRegression,43
Volume Restriction,0.6216216216216216,0.5897435897435898,0.6052631578947368,39.0,SBERT_LogisticRegression,43
Warranty Duration,0.47619047619047616,0.9090909090909091,0.625,11.0,SBERT_LogisticRegression,43
accuracy,0.7015398550724637,0.7015398550724637,0.7015398550724637,0.7015398550724637,SBERT_LogisticRegression,43
macro avg,0.5857554726403374,0.6448573574693293,0.5987667738745462,2208.0,SBERT_LogisticRegression,43
weighted avg,0.7287126061756943,0.7015398550724637,0.7047262138486218,2208.0,SBERT_LogisticRegression,43
Affiliate License-Licensee,0.3333333333333333,0.45454545454545453,0.38461538461538464,22.0,SBERT_LinearSVM,43
Affiliate License-Licensor,0.0,0.0,0.0,4.0,SBERT_LinearSVM,43
Agreement Date,0.6153846153846154,1.0,0.7619047619047619,32.0,SBERT_LinearSVM,43
Anti-Assignment,0.8055555555555556,0.75,0.7767857142857143,116.0,SBERT_LinearSVM,43
Audit Rights,0.9047619047619048,0.9366197183098591,0.9204152249134948,142.0,SBERT_LinearSVM,43
Cap On Liability,0.8269230769230769,0.7288135593220338,0.7747747747747747,118.0,SBERT_LinearSVM,43
Change Of Control,0.7413793103448276,0.6935483870967742,0.7166666666666667,62.0,SBERT_LinearSVM,43
Competitive Restriction Exception,0.12121212121212122,0.14814814814814814,0.13333333333333333,27.0,SBERT_LinearSVM,43
Covenant Not To Sue,0.967741935483871,0.8108108108108109,0.8823529411764706,37.0,SBERT_LinearSVM,43
Document Name,0.967391304347826,1.0,0.9834254143646409,89.0,SBERT_LinearSVM,43
Effective Date,0.71875,0.4339622641509434,0.5411764705882353,53.0,SBERT_LinearSVM,43
Exclusivity,0.33962264150943394,0.2727272727272727,0.3025210084033613,66.0,SBERT_LinearSVM,43
Expiration Date,0.7419354838709677,0.7582417582417582,0.75,91.0,SBERT_LinearSVM,43
Governing Law,0.9560439560439561,1.0,0.9775280898876404,87.0,SBERT_LinearSVM,43
Insurance,0.975,0.9669421487603306,0.970954356846473,121.0,SBERT_LinearSVM,43
Ip Ownership Assignment,0.6774193548387096,0.7368421052631579,0.7058823529411765,57.0,SBERT_LinearSVM,43
Irrevocable Or Perpetual License,0.3333333333333333,0.43333333333333335,0.37681159420289856,30.0,SBERT_LinearSVM,43
Joint Ip Ownership,0.7142857142857143,0.7142857142857143,0.7142857142857143,21.0,SBERT_LinearSVM,43
License Grant,0.651685393258427,0.3972602739726027,0.49361702127659574,146.0,SBERT_LinearSVM,43
Liquidated Damages,0.48936170212765956,0.7666666666666667,0.5974025974025974,30.0,SBERT_LinearSVM,43
Minimum Commitment,0.6712328767123288,0.7313432835820896,0.7,67.0,SBERT_LinearSVM,43
Most Favored Nation,0.625,0.45454545454545453,0.5263157894736842,11.0,SBERT_LinearSVM,43
No-Solicit Of Customers,0.42857142857142855,0.42857142857142855,0.42857142857142855,14.0,SBERT_LinearSVM,43
No-Solicit Of Employees,0.6,0.6923076923076923,0.6428571428571429,13.0,SBERT_LinearSVM,43
Non-Compete,0.49019607843137253,0.49019607843137253,0.49019607843137253,51.0,SBERT_LinearSVM,43
Non-Disparagement,0.42857142857142855,0.8571428571428571,0.5714285714285714,7.0,SBERT_LinearSVM,43
Non-Transferable License,0.34285714285714286,0.4444444444444444,0.3870967741935484,54.0,SBERT_LinearSVM,43
Notice Period To Terminate Renewal,0.4090909090909091,0.36,0.3829787234042553,25.0,SBERT_LinearSVM,43
Parties,0.9471153846153846,0.9949494949494949,0.9704433497536946,198.0,SBERT_LinearSVM,43
Post-Termination Services,0.618421052631579,0.4519230769230769,0.5222222222222223,104.0,SBERT_LinearSVM,43
Price Restrictions,0.5,1.0,0.6666666666666666,4.0,SBERT_LinearSVM,43
Renewal Term,0.6388888888888888,0.6216216216216216,0.6301369863013698,37.0,SBERT_LinearSVM,43
Revenue/Profit Sharing,0.8227848101265823,0.8783783783783784,0.8496732026143791,74.0,SBERT_LinearSVM,43
Rofr/Rofo/Rofn,0.5,0.3902439024390244,0.4383561643835616,41.0,SBERT_LinearSVM,43
Source Code Escrow,0.7391304347826086,0.7391304347826086,0.7391304347826086,23.0,SBERT_LinearSVM,43
Termination For Convenience,0.6333333333333333,0.8085106382978723,0.7102803738317757,47.0,SBERT_LinearSVM,43
Third Party Beneficiary,0.7777777777777778,0.875,0.8235294117647058,8.0,SBERT_LinearSVM,43
Uncapped Liability,0.4444444444444444,0.41379310344827586,0.42857142857142855,29.0,SBERT_LinearSVM,43
Unlimited/All-You-Can-Eat-License,0.0,0.0,0.0,0.0,SBERT_LinearSVM,43
Volume Restriction,0.5853658536585366,0.6153846153846154,0.6,39.0,SBERT_LinearSVM,43
Warranty Duration,0.45454545454545453,0.9090909090909091,0.6060606060606061,11.0,SBERT_LinearSVM,43
accuracy,0.7119565217391305,0.7119565217391305,0.7119565217391305,0.7119565217391305,SBERT_LinearSVM,43
macro avg,0.5984987325769399,0.6380323178042946,0.6068041165166574,2208.0,SBERT_LinearSVM,43
weighted avg,0.7224851214709095,0.7119565217391305,0.7103787360554534,2208.0,SBERT_LinearSVM,43
Affiliate License-Licensee,0.20833333333333334,0.25,0.22727272727272727,20.0,TFIDF_LogisticRegression,44
Affiliate License-Licensor,0.2857142857142857,0.18181818181818182,0.2222222222222222,11.0,TFIDF_LogisticRegression,44
Agreement Date,0.64,0.9142857142857143,0.7529411764705882,35.0,TFIDF_LogisticRegression,44
Anti-Assignment,0.8472222222222222,0.8472222222222222,0.8472222222222222,144.0,TFIDF_LogisticRegression,44
Audit Rights,0.9178082191780822,0.9370629370629371,0.9273356401384083,143.0,TFIDF_LogisticRegression,44
Cap On Liability,0.849624060150376,0.7337662337662337,0.7874564459930313,154.0,TFIDF_LogisticRegression,44
Change Of Control,0.7586206896551724,0.7213114754098361,0.7394957983193278,61.0,TFIDF_LogisticRegression,44
Competitive Restriction Exception,0.13793103448275862,0.16,0.14814814814814814,25.0,TFIDF_LogisticRegression,44
Covenant Not To Sue,0.896551724137931,0.7647058823529411,0.8253968253968254,34.0,TFIDF_LogisticRegression,44
Document Name,0.8888888888888888,0.9887640449438202,0.9361702127659575,89.0,TFIDF_LogisticRegression,44
Effective Date,0.6111111111111112,0.4230769230769231,0.5,52.0,TFIDF_LogisticRegression,44
Exclusivity,0.6119402985074627,0.5256410256410257,0.5655172413793104,78.0,TFIDF_LogisticRegression,44
Expiration Date,0.7021276595744681,0.7586206896551724,0.7292817679558011,87.0,TFIDF_LogisticRegression,44
Governing Law,0.989247311827957,0.968421052631579,0.9787234042553191,95.0,TFIDF_LogisticRegression,44
Insurance,0.9727891156462585,0.9285714285714286,0.9501661129568106,154.0,TFIDF_LogisticRegression,44
Ip Ownership Assignment,0.6986301369863014,0.8095238095238095,0.75,63.0,TFIDF_LogisticRegression,44
Irrevocable Or Perpetual License,0.32142857142857145,0.42857142857142855,0.3673469387755102,21.0,TFIDF_LogisticRegression,44
Joint Ip Ownership,0.7222222222222222,0.6190476190476191,0.6666666666666666,21.0,TFIDF_LogisticRegression,44
License Grant,0.7023809523809523,0.44360902255639095,0.543778801843318,133.0,TFIDF_LogisticRegression,44
Liquidated Damages,0.7560975609756098,0.775,0.7654320987654321,40.0,TFIDF_LogisticRegression,44
Minimum Commitment,0.7157894736842105,0.7391304347826086,0.7272727272727273,92.0,TFIDF_LogisticRegression,44
Most Favored Nation,0.25,0.16666666666666666,0.2,6.0,TFIDF_LogisticRegression,44
No-Solicit Of Customers,0.75,0.6923076923076923,0.72,13.0,TFIDF_LogisticRegression,44
No-Solicit Of Employees,0.625,0.7894736842105263,0.6976744186046512,19.0,TFIDF_LogisticRegression,44
Non-Compete,0.575,0.6388888888888888,0.6052631578947368,36.0,TFIDF_LogisticRegression,44
Non-Disparagement,0.7692307692307693,0.625,0.6896551724137931,16.0,TFIDF_LogisticRegression,44
Non-Transferable License,0.4230769230769231,0.5689655172413793,0.4852941176470588,58.0,TFIDF_LogisticRegression,44
Notice Period To Terminate Renewal,0.5454545454545454,0.5714285714285714,0.5581395348837209,21.0,TFIDF_LogisticRegression,44
Parties,0.8571428571428571,0.9365853658536586,0.8951048951048951,205.0,TFIDF_LogisticRegression,44
Post-Termination Services,0.7142857142857143,0.632183908045977,0.6707317073170732,87.0,TFIDF_LogisticRegression,44
Price Restrictions,0.75,0.3,0.42857142857142855,10.0,TFIDF_LogisticRegression,44
Renewal Term,0.6666666666666666,0.4090909090909091,0.5070422535211268,44.0,TFIDF_LogisticRegression,44
Revenue/Profit Sharing,0.8,0.8636363636363636,0.8306010928961749,88.0,TFIDF_LogisticRegression,44
Rofr/Rofo/Rofn,0.7307692307692307,0.7169811320754716,0.7238095238095238,53.0,TFIDF_LogisticRegression,44
Source Code Escrow,0.6666666666666666,0.75,0.7058823529411765,8.0,TFIDF_LogisticRegression,44
Termination For Convenience,0.5873015873015873,0.8604651162790697,0.6981132075471698,43.0,TFIDF_LogisticRegression,44
Third Party Beneficiary,0.6666666666666666,0.5,0.5714285714285714,4.0,TFIDF_LogisticRegression,44
Uncapped Liability,0.35714285714285715,0.46875,0.40540540540540543,32.0,TFIDF_LogisticRegression,44
Unlimited/All-You-Can-Eat-License,1.0,0.3333333333333333,0.5,3.0,TFIDF_LogisticRegression,44
Volume Restriction,0.4722222222222222,0.4358974358974359,0.4533333333333333,39.0,TFIDF_LogisticRegression,44
Warranty Duration,0.6111111111111112,0.868421052631579,0.717391304347826,38.0,TFIDF_LogisticRegression,44
accuracy,0.7414736842105263,0.7414736842105263,0.7414736842105263,0.7414736842105263,TFIDF_LogisticRegression,44
macro avg,0.6598096753620974,0.6352737991099364,0.6346655769875126,2375.0,TFIDF_LogisticRegression,44
weighted avg,0.74872016725487,0.7414736842105263,0.7388904850034967,2375.0,TFIDF_LogisticRegression,44
Affiliate License-Licensee,0.21052631578947367,0.2,0.20512820512820512,20.0,TFIDF_LinearSVM,44
Affiliate License-Licensor,0.5,0.09090909090909091,0.15384615384615385,11.0,TFIDF_LinearSVM,44
Agreement Date,0.6326530612244898,0.8857142857142857,0.7380952380952381,35.0,TFIDF_LinearSVM,44
Anti-Assignment,0.8193548387096774,0.8819444444444444,0.8494983277591973,144.0,TFIDF_LinearSVM,44
Audit Rights,0.8709677419354839,0.9440559440559441,0.9060402684563759,143.0,TFIDF_LinearSVM,44
Cap On Liability,0.8181818181818182,0.8181818181818182,0.8181818181818182,154.0,TFIDF_LinearSVM,44
Change Of Control,0.7213114754098361,0.7213114754098361,0.7213114754098361,61.0,TFIDF_LinearSVM,44
Competitive Restriction Exception,0.11764705882352941,0.08,0.09523809523809523,25.0,TFIDF_LinearSVM,44
Covenant Not To Sue,0.8064516129032258,0.7352941176470589,0.7692307692307693,34.0,TFIDF_LinearSVM,44
Document Name,0.8627450980392157,0.9887640449438202,0.9214659685863874,89.0,TFIDF_LinearSVM,44
Effective Date,0.6923076923076923,0.34615384615384615,0.46153846153846156,52.0,TFIDF_LinearSVM,44
Exclusivity,0.6417910447761194,0.5512820512820513,0.593103448275862,78.0,TFIDF_LinearSVM,44
Expiration Date,0.6826923076923077,0.8160919540229885,0.743455497382199,87.0,TFIDF_LinearSVM,44
Governing Law,0.9893617021276596,0.9789473684210527,0.9841269841269841,95.0,TFIDF_LinearSVM,44
Insurance,0.9731543624161074,0.9415584415584416,0.9570957095709571,154.0,TFIDF_LinearSVM,44
Ip Ownership Assignment,0.7323943661971831,0.8253968253968254,0.7761194029850746,63.0,TFIDF_LinearSVM,44
Irrevocable Or Perpetual License,0.38461538461538464,0.47619047619047616,0.425531914893617,21.0,TFIDF_LinearSVM,44
Joint Ip Ownership,0.7,0.6666666666666666,0.6829268292682927,21.0,TFIDF_LinearSVM,44
License Grant,0.6293103448275862,0.5488721804511278,0.5863453815261044,133.0,TFIDF_LinearSVM,44
Liquidated Damages,0.8285714285714286,0.725,0.7733333333333333,40.0,TFIDF_LinearSVM,44
Minimum Commitment,0.7346938775510204,0.782608695652174,0.7578947368421053,92.0,TFIDF_LinearSVM,44
Most Favored Nation,0.2,0.16666666666666666,0.18181818181818182,6.0,TFIDF_LinearSVM,44
No-Solicit Of Customers,0.9,0.6923076923076923,0.782608695652174,13.0,TFIDF_LinearSVM,44
No-Solicit Of Employees,0.5862068965517241,0.8947368421052632,0.7083333333333334,19.0,TFIDF_LinearSVM,44
Non-Compete,0.5714285714285714,0.6666666666666666,0.6153846153846154,36.0,TFIDF_LinearSVM,44
Non-Disparagement,0.7692307692307693,0.625,0.6896551724137931,16.0,TFIDF_LinearSVM,44
Non-Transferable License,0.42857142857142855,0.3620689655172414,0.3925233644859813,58.0,TFIDF_LinearSVM,44
Notice Period To Terminate Renewal,0.5333333333333333,0.38095238095238093,0.4444444444444444,21.0,TFIDF_LinearSVM,44
Parties,0.8904109589041096,0.9512195121951219,0.9198113207547169,205.0,TFIDF_LinearSVM,44
Post-Termination Services,0.75,0.6206896551724138,0.6792452830188679,87.0,TFIDF_LinearSVM,44
Price Restrictions,0.8,0.4,0.5333333333333333,10.0,TFIDF_LinearSVM,44
Renewal Term,0.5588235294117647,0.4318181818181818,0.48717948717948717,44.0,TFIDF_LinearSVM,44
Revenue/Profit Sharing,0.8191489361702128,0.875,0.8461538461538461,88.0,TFIDF_LinearSVM,44
Rofr/Rofo/Rofn,0.7272727272727273,0.7547169811320755,0.7407407407407407,53.0,TFIDF_LinearSVM,44
Source Code Escrow,0.6363636363636364,0.875,0.7368421052631579,8.0,TFIDF_LinearSVM,44
Termination For Convenience,0.6666666666666666,0.9302325581395349,0.7766990291262136,43.0,TFIDF_LinearSVM,44
Third Party Beneficiary,0.6666666666666666,0.5,0.5714285714285714,4.0,TFIDF_LinearSVM,44
Uncapped Liability,0.44,0.34375,0.38596491228070173,32.0,TFIDF_LinearSVM,44
Unlimited/All-You-Can-Eat-License,0.0,0.0,0.0,3.0,TFIDF_LinearSVM,44
Volume Restriction,0.5,0.4358974358974359,0.4657534246575342,39.0,TFIDF_LinearSVM,44
Warranty Duration,0.6875,0.868421052631579,0.7674418604651163,38.0,TFIDF_LinearSVM,44
accuracy,0.7545263157894737,0.7545263157894737,0.7545263157894737,0.7545263157894737,TFIDF_LinearSVM,44
macro avg,0.6458623329919719,0.6287826419098586,0.6254846278441434,2375.0,TFIDF_LinearSVM,44
weighted avg,0.7470736825348324,0.7545263157894737,0.7453148024810184,2375.0,TFIDF_LinearSVM,44
Affiliate License-Licensee,0.21875,0.35,0.2692307692307692,20.0,SBERT_LogisticRegression,44
Affiliate License-Licensor,0.0,0.0,0.0,11.0,SBERT_LogisticRegression,44
Agreement Date,0.6739130434782609,0.8857142857142857,0.7654320987654321,35.0,SBERT_LogisticRegression,44
Anti-Assignment,0.9107142857142857,0.7083333333333334,0.796875,144.0,SBERT_LogisticRegression,44
Audit Rights,0.9142857142857143,0.8951048951048951,0.9045936395759717,143.0,SBERT_LogisticRegression,44
Cap On Liability,0.8403361344537815,0.6493506493506493,0.7326007326007326,154.0,SBERT_LogisticRegression,44
Change Of Control,0.65625,0.6885245901639344,0.672,61.0,SBERT_LogisticRegression,44
Competitive Restriction Exception,0.17073170731707318,0.28,0.21212121212121213,25.0,SBERT_LogisticRegression,44
Covenant Not To Sue,0.7857142857142857,0.6470588235294118,0.7096774193548387,34.0,SBERT_LogisticRegression,44
Document Name,0.8969072164948454,0.9775280898876404,0.9354838709677419,89.0,SBERT_LogisticRegression,44
Effective Date,0.6190476190476191,0.5,0.5531914893617021,52.0,SBERT_LogisticRegression,44
Exclusivity,0.4576271186440678,0.34615384615384615,0.39416058394160586,78.0,SBERT_LogisticRegression,44
Expiration Date,0.7674418604651163,0.7586206896551724,0.7630057803468208,87.0,SBERT_LogisticRegression,44
Governing Law,0.989247311827957,0.968421052631579,0.9787234042553191,95.0,SBERT_LogisticRegression,44
Insurance,0.958904109589041,0.9090909090909091,0.9333333333333333,154.0,SBERT_LogisticRegression,44
Ip Ownership Assignment,0.647887323943662,0.7301587301587301,0.6865671641791045,63.0,SBERT_LogisticRegression,44
Irrevocable Or Perpetual License,0.3076923076923077,0.19047619047619047,0.23529411764705882,21.0,SBERT_LogisticRegression,44
Joint Ip Ownership,0.6842105263157895,0.6190476190476191,0.65,21.0,SBERT_LogisticRegression,44
License Grant,0.6,0.3609022556390977,0.4507042253521127,133.0,SBERT_LogisticRegression,44
Liquidated Damages,0.6363636363636364,0.875,0.7368421052631579,40.0,SBERT_LogisticRegression,44
Minimum Commitment,0.735632183908046,0.6956521739130435,0.7150837988826816,92.0,SBERT_LogisticRegression,44
Most Favored Nation,0.0625,0.16666666666666666,0.09090909090909091,6.0,SBERT_LogisticRegression,44
No-Solicit Of Customers,0.23076923076923078,0.6923076923076923,0.34615384615384615,13.0,SBERT_LogisticRegression,44
No-Solicit Of Employees,0.6666666666666666,0.8421052631578947,0.7441860465116279,19.0,SBERT_LogisticRegression,44
Non-Compete,0.5333333333333333,0.4444444444444444,0.48484848484848486,36.0,SBERT_LogisticRegression,44
Non-Disparagement,0.4,0.5,0.4444444444444444,16.0,SBERT_LogisticRegression,44
Non-Transferable License,0.32926829268292684,0.46551724137931033,0.38571428571428573,58.0,SBERT_LogisticRegression,44
Notice Period To Terminate Renewal,0.47619047619047616,0.47619047619047616,0.47619047619047616,21.0,SBERT_LogisticRegression,44
Parties,0.9655172413793104,0.9560975609756097,0.9607843137254902,205.0,SBERT_LogisticRegression,44
Post-Termination Services,0.6527777777777778,0.5402298850574713,0.5911949685534591,87.0,SBERT_LogisticRegression,44
Price Restrictions,0.5384615384615384,0.7,0.6086956521739131,10.0,SBERT_LogisticRegression,44
Renewal Term,0.6666666666666666,0.5454545454545454,0.6,44.0,SBERT_LogisticRegression,44
Revenue/Profit Sharing,0.8604651162790697,0.8409090909090909,0.8505747126436781,88.0,SBERT_LogisticRegression,44
Rofr/Rofo/Rofn,0.49206349206349204,0.5849056603773585,0.5344827586206896,53.0,SBERT_LogisticRegression,44
Source Code Escrow,0.5384615384615384,0.875,0.6666666666666666,8.0,SBERT_LogisticRegression,44
Termination For Convenience,0.6379310344827587,0.8604651162790697,0.7326732673267327,43.0,SBERT_LogisticRegression,44
Third Party Beneficiary,0.5,0.5,0.5,4.0,SBERT_LogisticRegression,44
Uncapped Liability,0.3898305084745763,0.71875,0.5054945054945055,32.0,SBERT_LogisticRegression,44
Unlimited/All-You-Can-Eat-License,0.1111111111111111,0.6666666666666666,0.19047619047619047,3.0,SBERT_LogisticRegression,44
Volume Restriction,0.5128205128205128,0.5128205128205128,0.5128205128205128,39.0,SBERT_LogisticRegression,44
Warranty Duration,0.6808510638297872,0.8421052631578947,0.7529411764705882,38.0,SBERT_LogisticRegression,44
accuracy,0.7056842105263158,0.7056842105263158,0.7056842105263158,0.7056842105263158,SBERT_LogisticRegression,44
macro avg,0.5784717557733234,0.6284335175535376,0.5871749303640068,2375.0,SBERT_LogisticRegression,44
weighted avg,0.7306860142833345,0.7056842105263158,0.7102389537603757,2375.0,SBERT_LogisticRegression,44
Affiliate License-Licensee,0.21875,0.35,0.2692307692307692,20.0,SBERT_LinearSVM,44
Affiliate License-Licensor,0.0,0.0,0.0,11.0,SBERT_LinearSVM,44
Agreement Date,0.6739130434782609,0.8857142857142857,0.7654320987654321,35.0,SBERT_LinearSVM,44
Anti-Assignment,0.8968253968253969,0.7847222222222222,0.837037037037037,144.0,SBERT_LinearSVM,44
Audit Rights,0.935251798561151,0.9090909090909091,0.9219858156028369,143.0,SBERT_LinearSVM,44
Cap On Liability,0.8194444444444444,0.7662337662337663,0.7919463087248322,154.0,SBERT_LinearSVM,44
Change Of Control,0.7096774193548387,0.7213114754098361,0.7154471544715447,61.0,SBERT_LinearSVM,44
Competitive Restriction Exception,0.19444444444444445,0.28,0.22950819672131148,25.0,SBERT_LinearSVM,44
Covenant Not To Sue,0.7272727272727273,0.7058823529411765,0.7164179104477612,34.0,SBERT_LinearSVM,44
Document Name,0.9354838709677419,0.9775280898876404,0.9560439560439561,89.0,SBERT_LinearSVM,44
Effective Date,0.625,0.4807692307692308,0.5434782608695652,52.0,SBERT_LinearSVM,44
Exclusivity,0.3974358974358974,0.3974358974358974,0.3974358974358974,78.0,SBERT_LinearSVM,44
Expiration Date,0.7222222222222222,0.7471264367816092,0.7344632768361582,87.0,SBERT_LinearSVM,44
Governing Law,0.96875,0.9789473684210527,0.9738219895287958,95.0,SBERT_LinearSVM,44
Insurance,0.9426751592356688,0.961038961038961,0.9517684887459807,154.0,SBERT_LinearSVM,44
Ip Ownership Assignment,0.6533333333333333,0.7777777777777778,0.7101449275362319,63.0,SBERT_LinearSVM,44
Irrevocable Or Perpetual License,0.2,0.09523809523809523,0.12903225806451613,21.0,SBERT_LinearSVM,44
Joint Ip Ownership,0.6086956521739131,0.6666666666666666,0.6363636363636364,21.0,SBERT_LinearSVM,44
License Grant,0.6491228070175439,0.2781954887218045,0.3894736842105263,133.0,SBERT_LinearSVM,44
Liquidated Damages,0.6296296296296297,0.85,0.723404255319149,40.0,SBERT_LinearSVM,44
Minimum Commitment,0.7142857142857143,0.7608695652173914,0.7368421052631579,92.0,SBERT_LinearSVM,44
Most Favored Nation,0.058823529411764705,0.16666666666666666,0.08695652173913043,6.0,SBERT_LinearSVM,44
No-Solicit Of Customers,0.2857142857142857,0.6153846153846154,0.3902439024390244,13.0,SBERT_LinearSVM,44
No-Solicit Of Employees,0.75,0.7894736842105263,0.7692307692307693,19.0,SBERT_LinearSVM,44
Non-Compete,0.5625,0.5,0.5294117647058824,36.0,SBERT_LinearSVM,44
Non-Disparagement,0.4,0.5,0.4444444444444444,16.0,SBERT_LinearSVM,44
Non-Transferable License,0.359375,0.39655172413793105,0.3770491803278688,58.0,SBERT_LinearSVM,44
Notice Period To Terminate Renewal,0.46153846153846156,0.2857142857142857,0.35294117647058826,21.0,SBERT_LinearSVM,44
Parties,0.9209302325581395,0.9658536585365853,0.9428571428571428,205.0,SBERT_LinearSVM,44
Post-Termination Services,0.5662650602409639,0.5402298850574713,0.5529411764705883,87.0,SBERT_LinearSVM,44
Price Restrictions,0.6,0.6,0.6,10.0,SBERT_LinearSVM,44
Renewal Term,0.574468085106383,0.6136363636363636,0.5934065934065934,44.0,SBERT_LinearSVM,44
Revenue/Profit Sharing,0.872093023255814,0.8522727272727273,0.8620689655172413,88.0,SBERT_LinearSVM,44
Rofr/Rofo/Rofn,0.5454545454545454,0.5660377358490566,0.5555555555555556,53.0,SBERT_LinearSVM,44
Source Code Escrow,0.5,0.875,0.6363636363636364,8.0,SBERT_LinearSVM,44
Termination For Convenience,0.6491228070175439,0.8604651162790697,0.74,43.0,SBERT_LinearSVM,44
Third Party Beneficiary,1.0,0.5,0.6666666666666666,4.0,SBERT_LinearSVM,44
Uncapped Liability,0.41025641025641024,0.5,0.4507042253521127,32.0,SBERT_LinearSVM,44
Unlimited/All-You-Can-Eat-License,0.4,0.6666666666666666,0.5,3.0,SBERT_LinearSVM,44
Volume Restriction,0.6296296296296297,0.4358974358974359,0.5151515151515151,39.0,SBERT_LinearSVM,44
Warranty Duration,0.7333333333333333,0.868421052631579,0.7951807228915663,38.0,SBERT_LinearSVM,44
accuracy,0.7178947368421053,0.7178947368421053,0.7178947368421053,0.7178947368421053,SBERT_LinearSVM,44
macro avg,0.5976028771756147,0.6212882977441294,0.5973280972392541,2375.0,SBERT_LinearSVM,44
weighted avg,0.7264171074835527,0.7178947368421053,0.714609393996387,2375.0,SBERT_LinearSVM,44
Affiliate License-Licensee,0.28,0.2692307692307692,0.27450980392156865,26.0,TFIDF_LogisticRegression,45
