label,precision,recall,f1-score,support,model,split_seed
Affiliate License-Licensor,0.4,0.16,0.22857142857142856,25.0,TFIDF_LogisticRegression,45
Agreement Date,0.5957446808510638,0.9333333333333333,0.7272727272727273,30.0,TFIDF_LogisticRegression,45
Anti-Assignment,0.8409090909090909,0.8345864661654135,0.8377358490566038,133.0,TFIDF_LogisticRegression,45
Audit Rights,0.9516129032258065,0.9007633587786259,0.9254901960784314,131.0,TFIDF_LogisticRegression,45
Cap On Liability,0.8688524590163934,0.6751592356687898,0.7598566308243727,157.0,TFIDF_LogisticRegression,45
Change Of Control,0.6444444444444445,0.6041666666666666,0.6236559139784946,48.0,TFIDF_LogisticRegression,45
Competitive Restriction Exception,0.42857142857142855,0.391304347826087,0.4090909090909091,23.0,TFIDF_LogisticRegression,45
Covenant Not To Sue,0.9166666666666666,0.825,0.868421052631579,40.0,TFIDF_LogisticRegression,45
Document Name,0.898989898989899,0.967391304347826,0.9319371727748691,92.0,TFIDF_LogisticRegression,45
Effective Date,0.48936170212765956,0.5227272727272727,0.5054945054945055,44.0,TFIDF_LogisticRegression,45
Exclusivity,0.5645161290322581,0.43209876543209874,0.48951048951048953,81.0,TFIDF_LogisticRegression,45
Expiration Date,0.7857142857142857,0.6947368421052632,0.7374301675977654,95.0,TFIDF_LogisticRegression,45
Governing Law,0.9886363636363636,0.9886363636363636,0.9886363636363636,88.0,TFIDF_LogisticRegression,45
Insurance,0.9191919191919192,0.91,0.914572864321608,100.0,TFIDF_LogisticRegression,45
Ip Ownership Assignment,0.7916666666666666,0.8382352941176471,0.8142857142857143,68.0,TFIDF_LogisticRegression,45
Irrevocable Or Perpetual License,0.3088235294117647,0.5675675675675675,0.4,37.0,TFIDF_LogisticRegression,45
Joint Ip Ownership,0.4782608695652174,0.7857142857142857,0.5945945945945946,14.0,TFIDF_LogisticRegression,45
License Grant,0.6160714285714286,0.38764044943820225,0.47586206896551725,178.0,TFIDF_LogisticRegression,45
Liquidated Damages,0.7317073170731707,0.6666666666666666,0.6976744186046512,45.0,TFIDF_LogisticRegression,45
Minimum Commitment,0.8245614035087719,0.7966101694915254,0.8103448275862069,118.0,TFIDF_LogisticRegression,45
Most Favored Nation,0.625,0.45454545454545453,0.5263157894736842,11.0,TFIDF_LogisticRegression,45
No-Solicit Of Customers,0.21428571428571427,0.3333333333333333,0.2608695652173913,9.0,TFIDF_LogisticRegression,45
No-Solicit Of Employees,0.7777777777777778,0.8235294117647058,0.8,17.0,TFIDF_LogisticRegression,45
Non-Compete,0.5818181818181818,0.6666666666666666,0.6213592233009708,48.0,TFIDF_LogisticRegression,45
Non-Disparagement,0.5294117647058824,0.9,0.6666666666666666,10.0,TFIDF_LogisticRegression,45
Non-Transferable License,0.4111111111111111,0.5441176470588235,0.46835443037974683,68.0,TFIDF_LogisticRegression,45
Notice Period To Terminate Renewal,0.45714285714285713,0.5333333333333333,0.49230769230769234,30.0,TFIDF_LogisticRegression,45
Parties,0.865546218487395,0.9237668161434978,0.8937093275488069,223.0,TFIDF_LogisticRegression,45
Post-Termination Services,0.7551020408163265,0.6218487394957983,0.6820276497695853,119.0,TFIDF_LogisticRegression,45
Price Restrictions,0.3333333333333333,0.5,0.4,2.0,TFIDF_LogisticRegression,45
Renewal Term,0.5952380952380952,0.5434782608695652,0.5681818181818182,46.0,TFIDF_LogisticRegression,45
Revenue/Profit Sharing,0.7142857142857143,0.7843137254901961,0.7476635514018691,102.0,TFIDF_LogisticRegression,45
Rofr/Rofo/Rofn,0.7926829268292683,0.7142857142857143,0.7514450867052023,91.0,TFIDF_LogisticRegression,45
Source Code Escrow,0.5333333333333333,1.0,0.6956521739130435,8.0,TFIDF_LogisticRegression,45
Termination For Convenience,0.5740740740740741,0.8378378378378378,0.6813186813186813,37.0,TFIDF_LogisticRegression,45
Third Party Beneficiary,0.6666666666666666,1.0,0.8,4.0,TFIDF_LogisticRegression,45
Uncapped Liability,0.4,0.6666666666666666,0.5,33.0,TFIDF_LogisticRegression,45
Unlimited/All-You-Can-Eat-License,0.25,0.18181818181818182,0.21052631578947367,11.0,TFIDF_LogisticRegression,45
Volume Restriction,0.5,0.5757575757575758,0.5352112676056338,33.0,TFIDF_LogisticRegression,45
Warranty Duration,0.6551724137931034,0.9047619047619048,0.76,42.0,TFIDF_LogisticRegression,45
accuracy,0.7187127532777116,0.7187127532777116,0.7187127532777116,0.7187127532777116,TFIDF_LogisticRegression,45
macro avg,0.6233240344115398,0.674673912896187,0.6360135838628944,2517.0,TFIDF_LogisticRegression,45
weighted avg,0.7317682970655621,0.7187127532777116,0.7176486944802989,2517.0,TFIDF_LogisticRegression,45
Affiliate License-Licensee,0.46153846153846156,0.23076923076923078,0.3076923076923077,26.0,TFIDF_LinearSVM,45
Affiliate License-Licensor,1.0,0.12,0.21428571428571427,25.0,TFIDF_LinearSVM,45
Agreement Date,0.5777777777777777,0.8666666666666667,0.6933333333333334,30.0,TFIDF_LinearSVM,45
Anti-Assignment,0.8040540540540541,0.8947368421052632,0.8469750889679716,133.0,TFIDF_LinearSVM,45
Audit Rights,0.9291338582677166,0.9007633587786259,0.9147286821705426,131.0,TFIDF_LinearSVM,45
Cap On Liability,0.8133333333333334,0.7770700636942676,0.7947882736156352,157.0,TFIDF_LinearSVM,45
Change Of Control,0.6818181818181818,0.625,0.6521739130434783,48.0,TFIDF_LinearSVM,45
Competitive Restriction Exception,0.3076923076923077,0.17391304347826086,0.2222222222222222,23.0,TFIDF_LinearSVM,45
Covenant Not To Sue,0.7674418604651163,0.825,0.7951807228915663,40.0,TFIDF_LinearSVM,45
Document Name,0.8725490196078431,0.967391304347826,0.9175257731958762,92.0,TFIDF_LinearSVM,45
Effective Date,0.46511627906976744,0.45454545454545453,0.45977011494252873,44.0,TFIDF_LinearSVM,45
Exclusivity,0.5806451612903226,0.4444444444444444,0.5034965034965035,81.0,TFIDF_LinearSVM,45
Expiration Date,0.7444444444444445,0.7052631578947368,0.7243243243243244,95.0,TFIDF_LinearSVM,45
Governing Law,0.967032967032967,1.0,0.9832402234636871,88.0,TFIDF_LinearSVM,45
Insurance,0.95,0.95,0.95,100.0,TFIDF_LinearSVM,45
Ip Ownership Assignment,0.8082191780821918,0.8676470588235294,0.8368794326241135,68.0,TFIDF_LinearSVM,45
Irrevocable Or Perpetual License,0.35294117647058826,0.6486486486486487,0.45714285714285713,37.0,TFIDF_LinearSVM,45
Joint Ip Ownership,0.5882352941176471,0.7142857142857143,0.6451612903225806,14.0,TFIDF_LinearSVM,45
License Grant,0.5874125874125874,0.47191011235955055,0.5233644859813084,178.0,TFIDF_LinearSVM,45
Liquidated Damages,0.6739130434782609,0.6888888888888889,0.6813186813186813,45.0,TFIDF_LinearSVM,45
Minimum Commitment,0.8256880733944955,0.7627118644067796,0.7929515418502202,118.0,TFIDF_LinearSVM,45
Most Favored Nation,0.5555555555555556,0.45454545454545453,0.5,11.0,TFIDF_LinearSVM,45
No-Solicit Of Customers,0.3333333333333333,0.3333333333333333,0.3333333333333333,9.0,TFIDF_LinearSVM,45
No-Solicit Of Employees,0.7368421052631579,0.8235294117647058,0.7777777777777778,17.0,TFIDF_LinearSVM,45
Non-Compete,0.5573770491803278,0.7083333333333334,0.6238532110091743,48.0,TFIDF_LinearSVM,45
Non-Disparagement,0.6,0.9,0.72,10.0,TFIDF_LinearSVM,45
Non-Transferable License,0.4126984126984127,0.38235294117647056,0.3969465648854962,68.0,TFIDF_LinearSVM,45
Notice Period To Terminate Renewal,0.43478260869565216,0.3333333333333333,0.37735849056603776,30.0,TFIDF_LinearSVM,45
Parties,0.9273504273504274,0.9730941704035875,0.949671772428884,223.0,TFIDF_LinearSVM,45
Post-Termination Services,0.7474747474747475,0.6218487394957983,0.6788990825688074,119.0,TFIDF_LinearSVM,45
Price Restrictions,0.3333333333333333,0.5,0.4,2.0,TFIDF_LinearSVM,45
Renewal Term,0.5263157894736842,0.6521739130434783,0.5825242718446602,46.0,TFIDF_LinearSVM,45
Revenue/Profit Sharing,0.7280701754385965,0.8137254901960784,0.7685185185185185,102.0,TFIDF_LinearSVM,45
Rofr/Rofo/Rofn,0.810126582278481,0.7032967032967034,0.7529411764705882,91.0,TFIDF_LinearSVM,45
Source Code Escrow,0.3684210526315789,0.875,0.5185185185185185,8.0,TFIDF_LinearSVM,45
Termination For Convenience,0.5833333333333334,0.7567567567567568,0.6588235294117647,37.0,TFIDF_LinearSVM,45
Third Party Beneficiary,0.6666666666666666,1.0,0.8,4.0,TFIDF_LinearSVM,45
Uncapped Liability,0.46875,0.45454545454545453,0.46153846153846156,33.0,TFIDF_LinearSVM,45
Unlimited/All-You-Can-Eat-License,0.5,0.2727272727272727,0.35294117647058826,11.0,TFIDF_LinearSVM,45
Volume Restriction,0.5294117647058824,0.5454545454545454,0.5373134328358209,33.0,TFIDF_LinearSVM,45
Warranty Duration,0.6491228070175439,0.8809523809523809,0.7474747474747475,42.0,TFIDF_LinearSVM,45
accuracy,0.7294398092967819,0.7294398092967819,0.7294398092967819,0.7294398092967819,TFIDF_LinearSVM,45
macro avg,0.639706165945824,0.6603575387438189,0.6306095012814301,2517.0,TFIDF_LinearSVM,45
weighted avg,0.7331568856429795,0.7294398092967819,0.723024542395808,2517.0,TFIDF_LinearSVM,45
Affiliate License-Licensee,0.3225806451612903,0.38461538461538464,0.3508771929824561,26.0,SBERT_LogisticRegression,45
Affiliate License-Licensor,0.14814814814814814,0.16,0.15384615384615385,25.0,SBERT_LogisticRegression,45
Agreement Date,0.6511627906976745,0.9333333333333333,0.7671232876712328,30.0,SBERT_LogisticRegression,45
Anti-Assignment,0.8467741935483871,0.7894736842105263,0.8171206225680934,133.0,SBERT_LogisticRegression,45
Audit Rights,0.9401709401709402,0.8396946564885496,0.8870967741935484,131.0,SBERT_LogisticRegression,45
Cap On Liability,0.9052631578947369,0.5477707006369427,0.6825396825396826,157.0,SBERT_LogisticRegression,45
Change Of Control,0.4915254237288136,0.6041666666666666,0.5420560747663551,48.0,SBERT_LogisticRegression,45
Competitive Restriction Exception,0.08,0.08695652173913043,0.08333333333333333,23.0,SBERT_LogisticRegression,45
Covenant Not To Sue,0.6875,0.825,0.75,40.0,SBERT_LogisticRegression,45
Document Name,0.9565217391304348,0.9565217391304348,0.9565217391304348,92.0,SBERT_LogisticRegression,45
Effective Date,0.5757575757575758,0.4318181818181818,0.4935064935064935,44.0,SBERT_LogisticRegression,45
Exclusivity,0.46551724137931033,0.3333333333333333,0.38848920863309355,81.0,SBERT_LogisticRegression,45
Expiration Date,0.7325581395348837,0.6631578947368421,0.6961325966850829,95.0,SBERT_LogisticRegression,45
Governing Law,0.9560439560439561,0.9886363636363636,0.9720670391061452,88.0,SBERT_LogisticRegression,45
Insurance,0.9484536082474226,0.92,0.934010152284264,100.0,SBERT_LogisticRegression,45
Ip Ownership Assignment,0.6164383561643836,0.6617647058823529,0.6382978723404256,68.0,SBERT_LogisticRegression,45
Irrevocable Or Perpetual License,0.2727272727272727,0.40540540540540543,0.32608695652173914,37.0,SBERT_LogisticRegression,45
Joint Ip Ownership,0.3793103448275862,0.7857142857142857,0.5116279069767442,14.0,SBERT_LogisticRegression,45
License Grant,0.5670103092783505,0.3089887640449438,0.4,178.0,SBERT_LogisticRegression,45
Liquidated Damages,0.5797101449275363,0.8888888888888888,0.7017543859649122,45.0,SBERT_LogisticRegression,45
Minimum Commitment,0.8461538461538461,0.652542372881356,0.7368421052631579,118.0,SBERT_LogisticRegression,45
Most Favored Nation,0.2727272727272727,0.5454545454545454,0.36363636363636365,11.0,SBERT_LogisticRegression,45
No-Solicit Of Customers,0.17647058823529413,0.6666666666666666,0.27906976744186046,9.0,SBERT_LogisticRegression,45
No-Solicit Of Employees,0.8666666666666667,0.7647058823529411,0.8125,17.0,SBERT_LogisticRegression,45
Non-Compete,0.5476190476190477,0.4791666666666667,0.5111111111111111,48.0,SBERT_LogisticRegression,45
Non-Disparagement,0.47368421052631576,0.9,0.6206896551724138,10.0,SBERT_LogisticRegression,45
Non-Transferable License,0.3888888888888889,0.6176470588235294,0.4772727272727273,68.0,SBERT_LogisticRegression,45
Notice Period To Terminate Renewal,0.4782608695652174,0.36666666666666664,0.41509433962264153,30.0,SBERT_LogisticRegression,45
Parties,0.9675925925925926,0.9372197309417041,0.9521640091116174,223.0,SBERT_LogisticRegression,45
Post-Termination Services,0.6966292134831461,0.5210084033613446,0.5961538461538461,119.0,SBERT_LogisticRegression,45
Price Restrictions,0.0,0.0,0.0,2.0,SBERT_LogisticRegression,45
Renewal Term,0.5166666666666667,0.6739130434782609,0.5849056603773585,46.0,SBERT_LogisticRegression,45
Revenue/Profit Sharing,0.7924528301886793,0.8235294117647058,0.8076923076923077,102.0,SBERT_LogisticRegression,45
Rofr/Rofo/Rofn,0.6973684210526315,0.5824175824175825,0.6347305389221557,91.0,SBERT_LogisticRegression,45
Source Code Escrow,0.4666666666666667,0.875,0.6086956521739131,8.0,SBERT_LogisticRegression,45
Termination For Convenience,0.4827586206896552,0.7567567567567568,0.5894736842105263,37.0,SBERT_LogisticRegression,45
Third Party Beneficiary,0.42857142857142855,0.75,0.5454545454545454,4.0,SBERT_LogisticRegression,45
Uncapped Liability,0.3898305084745763,0.696969696969697,0.5,33.0,SBERT_LogisticRegression,45
Unlimited/All-You-Can-Eat-License,0.09090909090909091,0.18181818181818182,0.12121212121212122,11.0,SBERT_LogisticRegression,45
Volume Restriction,0.4375,0.6363636363636364,0.5185185185185185,33.0,SBERT_LogisticRegression,45
Warranty Duration,0.631578947368421,0.8571428571428571,0.7272727272727273,42.0,SBERT_LogisticRegression,45
accuracy,0.6734207389749702,0.6734207389749702,0.6734207389749702,0.6734207389749702,SBERT_LogisticRegression,45
macro avg,0.5554187893759709,0.6292738944099674,0.5720726135041488,2517.0,SBERT_LogisticRegression,45
weighted avg,0.7080901006089201,0.6734207389749702,0.6774845645463611,2517.0,SBERT_LogisticRegression,45
Affiliate License-Licensee,0.38461538461538464,0.38461538461538464,0.38461538461538464,26.0,SBERT_LinearSVM,45
Affiliate License-Licensor,0.17857142857142858,0.2,0.18867924528301888,25.0,SBERT_LinearSVM,45
Agreement Date,0.6363636363636364,0.9333333333333333,0.7567567567567568,30.0,SBERT_LinearSVM,45
Anti-Assignment,0.8181818181818182,0.8120300751879699,0.8150943396226416,133.0,SBERT_LinearSVM,45
Audit Rights,0.926829268292683,0.8702290076335878,0.8976377952755905,131.0,SBERT_LinearSVM,45
Cap On Liability,0.8307692307692308,0.6878980891719745,0.7526132404181185,157.0,SBERT_LinearSVM,45
Change Of Control,0.5454545454545454,0.625,0.5825242718446602,48.0,SBERT_LinearSVM,45
Competitive Restriction Exception,0.09090909090909091,0.08695652173913043,0.08888888888888889,23.0,SBERT_LinearSVM,45
Covenant Not To Sue,0.723404255319149,0.85,0.7816091954022989,40.0,SBERT_LinearSVM,45
Document Name,0.9375,0.9782608695652174,0.9574468085106383,92.0,SBERT_LinearSVM,45
Effective Date,0.6428571428571429,0.4090909090909091,0.5,44.0,SBERT_LinearSVM,45
Exclusivity,0.2833333333333333,0.20987654320987653,0.24113475177304963,81.0,SBERT_LinearSVM,45
Expiration Date,0.7906976744186046,0.7157894736842105,0.7513812154696132,95.0,SBERT_LinearSVM,45
Governing Law,0.9456521739130435,0.9886363636363636,0.9666666666666667,88.0,SBERT_LinearSVM,45
Insurance,0.9405940594059405,0.95,0.945273631840796,100.0,SBERT_LinearSVM,45
Ip Ownership Assignment,0.6666666666666666,0.7352941176470589,0.6993006993006993,68.0,SBERT_LinearSVM,45
Irrevocable Or Perpetual License,0.28846153846153844,0.40540540540540543,0.33707865168539325,37.0,SBERT_LinearSVM,45
Joint Ip Ownership,0.4230769230769231,0.7857142857142857,0.55,14.0,SBERT_LinearSVM,45
License Grant,0.5208333333333334,0.42134831460674155,0.4658385093167702,178.0,SBERT_LinearSVM,45
Liquidated Damages,0.6,0.8666666666666667,0.7090909090909091,45.0,SBERT_LinearSVM,45
Minimum Commitment,0.7745098039215687,0.6694915254237288,0.7181818181818181,118.0,SBERT_LinearSVM,45
Most Favored Nation,0.25,0.5454545454545454,0.34285714285714286,11.0,SBERT_LinearSVM,45
No-Solicit Of Customers,0.21052631578947367,0.4444444444444444,0.2857142857142857,9.0,SBERT_LinearSVM,45
No-Solicit Of Employees,0.8125,0.7647058823529411,0.7878787878787878,17.0,SBERT_LinearSVM,45
Non-Compete,0.5263157894736842,0.625,0.5714285714285714,48.0,SBERT_LinearSVM,45
Non-Disparagement,0.5,0.8,0.6153846153846154,10.0,SBERT_LinearSVM,45
Non-Transferable License,0.4262295081967213,0.38235294117647056,0.40310077519379844,68.0,SBERT_LinearSVM,45
Notice Period To Terminate Renewal,0.5,0.26666666666666666,0.34782608695652173,30.0,SBERT_LinearSVM,45
Parties,0.9466666666666667,0.9551569506726457,0.9508928571428571,223.0,SBERT_LinearSVM,45
Post-Termination Services,0.6739130434782609,0.5210084033613446,0.5876777251184834,119.0,SBERT_LinearSVM,45
Price Restrictions,0.0,0.0,0.0,2.0,SBERT_LinearSVM,45
Renewal Term,0.5238095238095238,0.717391304347826,0.6055045871559633,46.0,SBERT_LinearSVM,45
Revenue/Profit Sharing,0.7589285714285714,0.8333333333333334,0.794392523364486,102.0,SBERT_LinearSVM,45
Rofr/Rofo/Rofn,0.68,0.5604395604395604,0.6144578313253012,91.0,SBERT_LinearSVM,45
Source Code Escrow,0.5454545454545454,0.75,0.631578947368421,8.0,SBERT_LinearSVM,45
Termination For Convenience,0.4642857142857143,0.7027027027027027,0.5591397849462365,37.0,SBERT_LinearSVM,45
Third Party Beneficiary,0.5,0.5,0.5,4.0,SBERT_LinearSVM,45
Uncapped Liability,0.4,0.42424242424242425,0.4117647058823529,33.0,SBERT_LinearSVM,45
Unlimited/All-You-Can-Eat-License,0.14285714285714285,0.09090909090909091,0.1111111111111111,11.0,SBERT_LinearSVM,45
Volume Restriction,0.38095238095238093,0.48484848484848486,0.4266666666666667,33.0,SBERT_LinearSVM,45
Warranty Duration,0.6666666666666666,0.7619047619047619,0.7111111111111111,42.0,SBERT_LinearSVM,45
accuracy,0.6829558998808105,0.6829558998808105,0.6829558998808105,0.6829558998808105,SBERT_LinearSVM,45
macro avg,0.5575216384615711,0.602834106907051,0.5694707535744007,2517.0,SBERT_LinearSVM,45
weighted avg,0.6915430206248653,0.6829558998808105,0.6814385805864414,2517.0,SBERT_LinearSVM,45
Affiliate License-Licensee,0.2222222222222222,0.5454545454545454,0.3157894736842105,11.0,TFIDF_LogisticRegression,46
Affiliate License-Licensor,0.2,0.3333333333333333,0.25,3.0,TFIDF_LogisticRegression,46
Agreement Date,0.5849056603773585,0.9393939393939394,0.7209302325581395,33.0,TFIDF_LogisticRegression,46
Anti-Assignment,0.875,0.8549618320610687,0.8648648648648649,131.0,TFIDF_LogisticRegression,46
Audit Rights,0.8979591836734694,0.9166666666666666,0.9072164948453608,96.0,TFIDF_LogisticRegression,46
Cap On Liability,0.825,0.678082191780822,0.7443609022556391,146.0,TFIDF_LogisticRegression,46
Change Of Control,0.6428571428571429,0.7659574468085106,0.6990291262135923,47.0,TFIDF_LogisticRegression,46
Competitive Restriction Exception,0.3125,0.22727272727272727,0.2631578947368421,22.0,TFIDF_LogisticRegression,46
Covenant Not To Sue,0.8928571428571429,0.8333333333333334,0.8620689655172413,30.0,TFIDF_LogisticRegression,46
Document Name,0.9444444444444444,0.9770114942528736,0.96045197740113,87.0,TFIDF_LogisticRegression,46
Effective Date,0.5,0.37777777777777777,0.43037974683544306,45.0,TFIDF_LogisticRegression,46
Exclusivity,0.6923076923076923,0.41379310344827586,0.5179856115107914,87.0,TFIDF_LogisticRegression,46
Expiration Date,0.7411764705882353,0.7,0.72,90.0,TFIDF_LogisticRegression,46
Governing Law,0.9777777777777777,0.967032967032967,0.9723756906077348,91.0,TFIDF_LogisticRegression,46
Insurance,0.9135802469135802,0.9135802469135802,0.9135802469135802,81.0,TFIDF_LogisticRegression,46
Ip Ownership Assignment,0.7887323943661971,0.8235294117647058,0.8057553956834532,68.0,TFIDF_LogisticRegression,46
Irrevocable Or Perpetual License,0.37142857142857144,0.5909090909090909,0.45614035087719296,22.0,TFIDF_LogisticRegression,46
Joint Ip Ownership,0.6666666666666666,0.8148148148148148,0.7333333333333333,27.0,TFIDF_LogisticRegression,46
License Grant,0.5876288659793815,0.4014084507042254,0.4769874476987448,142.0,TFIDF_LogisticRegression,46
Liquidated Damages,0.6666666666666666,0.36363636363636365,0.47058823529411764,11.0,TFIDF_LogisticRegression,46
Minimum Commitment,0.7684210526315789,0.7604166666666666,0.7643979057591623,96.0,TFIDF_LogisticRegression,46
Most Favored Nation,0.25,0.25,0.25,4.0,TFIDF_LogisticRegression,46
No-Solicit Of Customers,0.46153846153846156,0.8571428571428571,0.6,7.0,TFIDF_LogisticRegression,46
No-Solicit Of Employees,0.8947368421052632,0.8947368421052632,0.8947368421052632,19.0,TFIDF_LogisticRegression,46
Non-Compete,0.65,0.7428571428571429,0.6933333333333334,35.0,TFIDF_LogisticRegression,46
Non-Disparagement,0.5833333333333334,0.6363636363636364,0.6086956521739131,11.0,TFIDF_LogisticRegression,46
Non-Transferable License,0.3974358974358974,0.49206349206349204,0.4397163120567376,63.0,TFIDF_LogisticRegression,46
Notice Period To Terminate Renewal,0.43902439024390244,0.72,0.5454545454545454,25.0,TFIDF_LogisticRegression,46
Parties,0.8418803418803419,0.9471153846153846,0.8914027149321267,208.0,TFIDF_LogisticRegression,46
Post-Termination Services,0.8026315789473685,0.7093023255813954,0.7530864197530864,86.0,TFIDF_LogisticRegression,46
Price Restrictions,0.6,0.6,0.6,5.0,TFIDF_LogisticRegression,46
Renewal Term,0.631578947368421,0.34285714285714286,0.4444444444444444,35.0,TFIDF_LogisticRegression,46
Revenue/Profit Sharing,0.8192771084337349,0.9066666666666666,0.8607594936708861,75.0,TFIDF_LogisticRegression,46
Rofr/Rofo/Rofn,0.8241758241758241,0.6880733944954128,0.75,109.0,TFIDF_LogisticRegression,46
Source Code Escrow,0.8571428571428571,0.9,0.8780487804878049,20.0,TFIDF_LogisticRegression,46
Termination For Convenience,0.7068965517241379,0.82,0.7592592592592593,50.0,TFIDF_LogisticRegression,46
Third Party Beneficiary,1.0,1.0,1.0,8.0,TFIDF_LogisticRegression,46
Uncapped Liability,0.5,0.5476190476190477,0.5227272727272727,42.0,TFIDF_LogisticRegression,46
Unlimited/All-You-Can-Eat-License,0.375,0.375,0.375,8.0,TFIDF_LogisticRegression,46
Volume Restriction,0.625,0.5,0.5555555555555556,30.0,TFIDF_LogisticRegression,46
Warranty Duration,0.5645161290322581,0.9722222222222222,0.7142857142857143,36.0,TFIDF_LogisticRegression,46
accuracy,0.7386262265834077,0.7386262265834077,0.7386262265834077,0.7386262265834077,TFIDF_LogisticRegression,46
macro avg,0.6560073284175593,0.6853752819174622,0.6581926887031834,2242.0,TFIDF_LogisticRegression,46
weighted avg,0.7479603943949451,0.7386262265834077,0.735139034503607,2242.0,TFIDF_LogisticRegression,46
Affiliate License-Licensee,0.3333333333333333,0.5454545454545454,0.41379310344827586,11.0,TFIDF_LinearSVM,46
Affiliate License-Licensor,0.25,0.3333333333333333,0.2857142857142857,3.0,TFIDF_LinearSVM,46
Agreement Date,0.5833333333333334,0.8484848484848485,0.691358024691358,33.0,TFIDF_LinearSVM,46
Anti-Assignment,0.841726618705036,0.8931297709923665,0.8666666666666667,131.0,TFIDF_LinearSVM,46
Audit Rights,0.900990099009901,0.9479166666666666,0.9238578680203046,96.0,TFIDF_LinearSVM,46
Cap On Liability,0.7986577181208053,0.815068493150685,0.8067796610169492,146.0,TFIDF_LinearSVM,46
Change Of Control,0.7608695652173914,0.7446808510638298,0.7526881720430108,47.0,TFIDF_LinearSVM,46
Competitive Restriction Exception,0.2857142857142857,0.09090909090909091,0.13793103448275862,22.0,TFIDF_LinearSVM,46
Covenant Not To Sue,0.8928571428571429,0.8333333333333334,0.8620689655172413,30.0,TFIDF_LinearSVM,46
Document Name,0.8958333333333334,0.9885057471264368,0.9398907103825137,87.0,TFIDF_LinearSVM,46
Effective Date,0.42857142857142855,0.4,0.41379310344827586,45.0,TFIDF_LinearSVM,46
Exclusivity,0.75,0.3793103448275862,0.5038167938931297,87.0,TFIDF_LinearSVM,46
Expiration Date,0.7619047619047619,0.7111111111111111,0.735632183908046,90.0,TFIDF_LinearSVM,46
Governing Law,0.967391304347826,0.978021978021978,0.9726775956284153,91.0,TFIDF_LinearSVM,46
Insurance,0.9620253164556962,0.9382716049382716,0.95,81.0,TFIDF_LinearSVM,46
Ip Ownership Assignment,0.7777777777777778,0.8235294117647058,0.8,68.0,TFIDF_LinearSVM,46
Irrevocable Or Perpetual License,0.40625,0.5909090909090909,0.48148148148148145,22.0,TFIDF_LinearSVM,46
Joint Ip Ownership,0.7419354838709677,0.8518518518518519,0.7931034482758621,27.0,TFIDF_LinearSVM,46
License Grant,0.5928571428571429,0.5845070422535211,0.5886524822695035,142.0,TFIDF_LinearSVM,46
Liquidated Damages,0.6666666666666666,0.36363636363636365,0.47058823529411764,11.0,TFIDF_LinearSVM,46
Minimum Commitment,0.7623762376237624,0.8020833333333334,0.7817258883248731,96.0,TFIDF_LinearSVM,46
Most Favored Nation,0.5,0.5,0.5,4.0,TFIDF_LinearSVM,46
No-Solicit Of Customers,0.7142857142857143,0.7142857142857143,0.7142857142857143,7.0,TFIDF_LinearSVM,46
No-Solicit Of Employees,0.9,0.9473684210526315,0.9230769230769231,19.0,TFIDF_LinearSVM,46
Non-Compete,0.5319148936170213,0.7142857142857143,0.6097560975609756,35.0,TFIDF_LinearSVM,46
Non-Disparagement,0.75,0.8181818181818182,0.782608695652174,11.0,TFIDF_LinearSVM,46
Non-Transferable License,0.3958333333333333,0.30158730158730157,0.34234234234234234,63.0,TFIDF_LinearSVM,46
Notice Period To Terminate Renewal,0.45161290322580644,0.56,0.5,25.0,TFIDF_LinearSVM,46
Parties,0.8782608695652174,0.9711538461538461,0.9223744292237442,208.0,TFIDF_LinearSVM,46
Post-Termination Services,0.7922077922077922,0.7093023255813954,0.7484662576687117,86.0,TFIDF_LinearSVM,46
Price Restrictions,0.6666666666666666,0.4,0.5,5.0,TFIDF_LinearSVM,46
Renewal Term,0.6153846153846154,0.45714285714285713,0.5245901639344263,35.0,TFIDF_LinearSVM,46
Revenue/Profit Sharing,0.8375,0.8933333333333333,0.864516129032258,75.0,TFIDF_LinearSVM,46
Rofr/Rofo/Rofn,0.7980769230769231,0.7614678899082569,0.7793427230046949,109.0,TFIDF_LinearSVM,46
Source Code Escrow,0.8095238095238095,0.85,0.8292682926829268,20.0,TFIDF_LinearSVM,46
Termination For Convenience,0.7719298245614035,0.88,0.822429906542056,50.0,TFIDF_LinearSVM,46
Third Party Beneficiary,1.0,1.0,1.0,8.0,TFIDF_LinearSVM,46
Uncapped Liability,0.5714285714285714,0.38095238095238093,0.45714285714285713,42.0,TFIDF_LinearSVM,46
Unlimited/All-You-Can-Eat-License,0.5,0.375,0.42857142857142855,8.0,TFIDF_LinearSVM,46
Volume Restriction,0.5714285714285714,0.4,0.47058823529411764,30.0,TFIDF_LinearSVM,46
Warranty Duration,0.6037735849056604,0.8888888888888888,0.7191011235955056,36.0,TFIDF_LinearSVM,46
accuracy,0.7586975914362176,0.7586975914362176,0.7586975914362176,0.7586975914362176,TFIDF_LinearSVM,46
macro avg,0.683436576168578,0.6826097391345631,0.673431244490681,2242.0,TFIDF_LinearSVM,46
weighted avg,0.7545828152257643,0.7586975914362176,0.7503959416011229,2242.0,TFIDF_LinearSVM,46
Affiliate License-Licensee,0.27586206896551724,0.7272727272727273,0.4,11.0,SBERT_LogisticRegression,46
